epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,705.898,2.1971,2.01376,2.72298,0.8559,0.79825,0.82558,0.54018,2.4628,1.82088,3.04085,0.00059,0.00059,0.00059
34,727.053,2.20477,2.04069,2.71923,0.76009,0.75439,0.79109,0.51133,2.66507,1.9905,3.27266,0.000569375,0.000569375,0.000569375
35,748.13,2.14755,2.0086,2.70047,0.8197,0.79761,0.82577,0.53775,2.54188,1.63723,3.17369,0.00054875,0.00054875,0.00054875
36,769.305,2.12463,1.9379,2.68093,0.80735,0.71053,0.77188,0.50341,2.56187,1.74129,3.06614,0.000528125,0.000528125,0.000528125
37,790.341,2.16,1.99397,2.69773,0.86637,0.73937,0.80588,0.53901,2.56582,1.86263,3.07472,0.0005075,0.0005075,0.0005075
38,811.473,2.06233,1.87547,2.65489,0.7887,0.72036,0.77815,0.56492,2.4179,1.88352,3.02102,0.000486875,0.000486875,0.000486875
39,832.673,2.11613,1.86624,2.6575,0.80395,0.76316,0.78419,0.53982,2.56906,1.73249,3.07208,0.00046625,0.00046625,0.00046625
40,853.802,2.05743,1.85867,2.62351,0.88187,0.72032,0.84293,0.54979,2.53911,1.65754,3.04216,0.000445625,0.000445625,0.000445625
41,874.919,2.09337,1.86207,2.66133,0.88184,0.72013,0.82726,0.54094,2.58526,1.55752,3.14311,0.000425,0.000425,0.000425
42,896.024,2.01625,1.75222,2.60433,0.78771,0.75439,0.79539,0.55592,2.39042,1.88558,2.91619,0.000404375,0.000404375,0.000404375
43,917.142,2.00805,1.77695,2.58843,0.85661,0.76316,0.83296,0.55454,2.41332,1.80523,3.04323,0.00038375,0.00038375,0.00038375
44,938.444,2.01668,1.7294,2.60334,0.91087,0.7193,0.81315,0.55407,2.60709,1.87017,3.04245,0.000363125,0.000363125,0.000363125
45,959.752,1.96328,1.66753,2.5565,0.88585,0.75439,0.83425,0.57624,2.33401,1.57521,2.9502,0.0003425,0.0003425,0.0003425
46,981.259,1.94702,1.67668,2.57296,0.85222,0.73684,0.80913,0.54339,2.65511,1.72627,3.1628,0.000321875,0.000321875,0.000321875
47,1002.58,1.91841,1.59473,2.54287,0.85113,0.75226,0.8472,0.58148,2.31222,1.60516,2.86344,0.00030125,0.00030125,0.00030125
48,1023.86,1.9187,1.64406,2.53607,0.86248,0.6602,0.8072,0.58004,2.37419,1.46261,3.00568,0.000280625,0.000280625,0.000280625
49,1045.08,1.901,1.60203,2.53535,0.76621,0.79825,0.8019,0.56264,2.48215,1.65629,3.06733,0.00026,0.00026,0.00026
50,1066.45,1.94833,1.65117,2.55707,0.75132,0.76316,0.78565,0.5496,2.45506,1.66319,3.00246,0.000239375,0.000239375,0.000239375
51,1107.24,1.69179,1.27168,2.40293,0.85527,0.7776,0.81055,0.5824,2.35338,1.61867,2.94248,0.00021875,0.00021875,0.00021875
52,1128.2,1.65899,1.22929,2.3771,0.83964,0.7193,0.80046,0.53674,2.59575,1.73727,3.21438,0.000198125,0.000198125,0.000198125
53,1149.25,1.60589,1.17794,2.31587,0.80978,0.70954,0.76887,0.52872,2.54251,1.78631,3.13115,0.0001775,0.0001775,0.0001775
54,1170.4,1.57788,1.14124,2.32621,0.8299,0.81315,0.83465,0.58819,2.43002,1.58678,3.04333,0.000156875,0.000156875,0.000156875
55,1191.51,1.54633,1.10155,2.29467,0.79838,0.82456,0.85208,0.58591,2.33976,1.45855,2.99911,0.00013625,0.00013625,0.00013625
56,1212.71,1.50516,1.03718,2.27896,0.89728,0.75439,0.85104,0.59185,2.39107,1.54778,3.06042,0.000115625,0.000115625,0.000115625
57,1234.01,1.50261,1.07092,2.25502,0.86615,0.7947,0.85004,0.59345,2.39307,1.50795,3.07758,9.5e-05,9.5e-05,9.5e-05
58,1255.33,1.47416,1.05187,2.25271,0.86535,0.80702,0.8778,0.59915,2.44139,1.52683,3.08726,7.4375e-05,7.4375e-05,7.4375e-05
59,1276.39,1.46725,0.99464,2.21717,0.90211,0.76316,0.86485,0.58868,2.42112,1.582,3.107,5.375e-05,5.375e-05,5.375e-05
60,1297.64,1.44136,0.97831,2.21819,0.89677,0.77193,0.86437,0.60275,2.3754,1.56778,3.04383,3.3125e-05,3.3125e-05,3.3125e-05
