epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,239.404,1.35045,1.45514,1.52121,0.73044,0.61802,0.72349,0.42883,1.52174,1.52257,1.74568,0.00112248,0.00112248,0.00112248
15,256.594,1.34427,1.42268,1.50997,0.75498,0.75682,0.7946,0.4849,1.44289,1.11708,1.59581,0.0010989,0.0010989,0.0010989
16,273.72,1.3461,1.37099,1.51176,0.86619,0.68141,0.79611,0.49226,1.40992,1.07694,1.6107,0.00107532,0.00107532,0.00107532
17,290.921,1.2785,1.35556,1.48112,0.74156,0.66667,0.70815,0.42975,1.3984,1.38631,1.55623,0.00105174,0.00105174,0.00105174
18,308.007,1.31519,1.35887,1.51027,0.86943,0.58412,0.73078,0.45592,1.41848,1.2218,1.54282,0.00102817,0.00102817,0.00102817
19,325.098,1.25607,1.28991,1.47544,0.77464,0.68421,0.77489,0.49347,1.31742,1.18879,1.4844,0.00100459,0.00100459,0.00100459
20,342.264,1.28186,1.27462,1.47077,0.7924,0.72807,0.78905,0.51137,1.27166,1.17975,1.41889,0.000981008,0.000981008,0.000981008
21,359.414,1.26364,1.21913,1.45302,0.67187,0.71053,0.73751,0.473,1.41888,1.43092,1.62168,0.00095743,0.00095743,0.00095743
22,376.5,1.21798,1.1802,1.44166,0.84656,0.60526,0.73736,0.47261,1.30126,1.13033,1.45276,0.000933851,0.000933851,0.000933851
23,393.637,1.21592,1.13766,1.43149,0.75665,0.76371,0.81436,0.48434,1.45133,0.95257,1.64068,0.000910273,0.000910273,0.000910273
24,410.752,1.19387,1.17215,1.42372,0.72816,0.80702,0.80853,0.52089,1.36077,1.26628,1.58858,0.000886694,0.000886694,0.000886694
25,428.017,1.20114,1.12623,1.40136,0.80091,0.74107,0.82062,0.51721,1.30582,1.05132,1.49413,0.000863116,0.000863116,0.000863116
26,445.238,1.19388,1.14683,1.43033,0.80804,0.64035,0.74258,0.49913,1.26675,1.10225,1.41838,0.000839537,0.000839537,0.000839537
27,462.366,1.18233,1.10774,1.40481,0.8024,0.7193,0.78858,0.5214,1.315,1.02392,1.45362,0.000815959,0.000815959,0.000815959
28,479.512,1.16223,1.08715,1.40539,0.88995,0.7193,0.81433,0.53175,1.33981,0.90131,1.44824,0.00079238,0.00079238,0.00079238
29,496.718,1.15211,1.05972,1.37796,0.82288,0.77193,0.80281,0.52159,1.30342,0.91217,1.43592,0.000768802,0.000768802,0.000768802
30,513.911,1.13811,1.01021,1.36898,0.85857,0.79878,0.88383,0.58972,1.2946,0.83462,1.48534,0.000745223,0.000745223,0.000745223
31,531.128,1.11049,1.00714,1.35144,0.82938,0.69298,0.78001,0.52242,1.32313,0.98875,1.48879,0.000721645,0.000721645,0.000721645
32,548.285,1.13084,1.02107,1.36418,0.83653,0.67335,0.79102,0.52784,1.27848,0.98964,1.42927,0.000698066,0.000698066,0.000698066
33,565.456,1.10776,0.97433,1.34876,0.84488,0.7807,0.79452,0.5377,1.2854,0.98695,1.44853,0.000674488,0.000674488,0.000674488
34,582.649,1.07733,0.9756,1.33413,0.83163,0.71053,0.79375,0.51153,1.31678,0.96317,1.45425,0.000650909,0.000650909,0.000650909
35,599.855,1.0874,0.96165,1.34251,0.83192,0.7193,0.80912,0.5589,1.22626,0.98858,1.43447,0.000627331,0.000627331,0.000627331
36,617.105,1.07282,0.93357,1.33385,0.8063,0.71053,0.82298,0.55096,1.26588,0.966,1.43899,0.000603752,0.000603752,0.000603752
37,634.399,1.05602,0.91467,1.32734,0.83048,0.68421,0.7894,0.55413,1.25594,0.9661,1.38524,0.000580174,0.000580174,0.000580174
38,651.727,1.06009,0.90946,1.31808,0.85508,0.75439,0.835,0.58012,1.23265,0.84737,1.38801,0.000556595,0.000556595,0.000556595
39,668.972,1.02559,0.87834,1.29251,0.77441,0.73684,0.80444,0.55838,1.24767,0.88224,1.39032,0.000533017,0.000533017,0.000533017
40,686.192,1.02898,0.89118,1.31,0.9101,0.72807,0.85182,0.59529,1.21995,0.83111,1.39733,0.000509438,0.000509438,0.000509438
41,703.611,0.99244,0.87524,1.3,0.93033,0.73684,0.86609,0.59836,1.1806,0.8095,1.39171,0.00048586,0.00048586,0.00048586
42,721.008,0.98697,0.84391,1.28116,0.79786,0.83097,0.86881,0.57637,1.22799,0.87843,1.36856,0.000462281,0.000462281,0.000462281
43,738.283,0.95641,0.79445,1.25479,0.78065,0.80702,0.83562,0.57451,1.20879,0.84565,1.33955,0.000438703,0.000438703,0.000438703
44,755.59,0.97536,0.80424,1.26045,0.82344,0.77193,0.81034,0.5633,1.15491,0.85646,1.32884,0.000415124,0.000415124,0.000415124
45,772.866,0.94881,0.79446,1.25259,0.9134,0.66667,0.83345,0.57305,1.13286,0.85116,1.308,0.000391546,0.000391546,0.000391546
46,790.233,0.97498,0.80983,1.26573,0.83875,0.68442,0.81008,0.55242,1.17121,0.88264,1.32506,0.000367967,0.000367967,0.000367967
47,807.559,0.93126,0.76907,1.25086,0.79398,0.76316,0.84153,0.58213,1.21234,0.78963,1.37808,0.000344389,0.000344389,0.000344389
48,824.805,0.9309,0.75973,1.24651,0.93644,0.70175,0.84403,0.60412,1.20584,0.81056,1.37236,0.00032081,0.00032081,0.00032081
49,842.145,0.92028,0.75048,1.2375,0.85017,0.7964,0.8601,0.60072,1.15272,0.7141,1.31871,0.000297232,0.000297232,0.000297232
50,859.373,0.89872,0.72548,1.22599,0.9353,0.76087,0.86688,0.61459,1.12331,0.7154,1.30828,0.000273654,0.000273654,0.000273654
51,898.348,0.83784,0.64206,1.15887,0.95082,0.7193,0.86954,0.60318,1.19512,0.77706,1.34048,0.000250075,0.000250075,0.000250075
52,915.104,0.81161,0.60306,1.15079,0.90749,0.73684,0.85027,0.592,1.18832,0.84124,1.37798,0.000226497,0.000226497,0.000226497
53,932.067,0.78672,0.57181,1.13107,0.88583,0.74868,0.85351,0.59561,1.20462,0.80321,1.37832,0.000202918,0.000202918,0.000202918
54,949.074,0.77478,0.55209,1.11688,0.93988,0.76316,0.86937,0.61348,1.13353,0.7833,1.30029,0.00017934,0.00017934,0.00017934
55,966.23,0.75823,0.53699,1.11144,0.9373,0.7193,0.86313,0.61984,1.15845,0.78555,1.36014,0.000155761,0.000155761,0.000155761
56,983.524,0.72164,0.51934,1.08897,0.81373,0.80473,0.85281,0.59989,1.13343,0.80699,1.33012,0.000132183,0.000132183,0.000132183
57,1000.79,0.71752,0.50143,1.09094,0.85975,0.81579,0.88479,0.63035,1.12967,0.70813,1.3281,0.000108604,0.000108604,0.000108604
58,1018.15,0.70819,0.49907,1.0914,0.94735,0.75439,0.87403,0.6179,1.18345,0.74935,1.35332,8.50255e-05,8.50255e-05,8.50255e-05
59,1035.38,0.69971,0.48836,1.07588,0.88837,0.75439,0.86683,0.60982,1.14094,0.7476,1.33888,6.1447e-05,6.1447e-05,6.1447e-05
60,1052.59,0.6825,0.47446,1.06331,0.87061,0.76729,0.86694,0.61032,1.14278,0.76762,1.33807,3.78685e-05,3.78685e-05,3.78685e-05
