epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,671.701,0.98905,0.84415,1.28427,0.85073,0.74561,0.81354,0.56196,1.23365,0.87367,1.4153,0.000486875,0.000486875,0.000486875
39,689.493,0.98391,0.85969,1.29368,0.90903,0.78947,0.89097,0.58408,1.23369,0.76341,1.45862,0.00046625,0.00046625,0.00046625
40,707.3,0.98786,0.82381,1.28463,0.88659,0.75439,0.84194,0.56558,1.24304,0.8246,1.47394,0.000445625,0.000445625,0.000445625
41,725.089,0.96601,0.8005,1.27264,0.77947,0.77514,0.85051,0.56969,1.20923,0.78224,1.454,0.000425,0.000425,0.000425
42,742.752,0.96305,0.8012,1.27364,0.82984,0.75439,0.81386,0.52442,1.29342,0.91305,1.49125,0.000404375,0.000404375,0.000404375
43,760.539,0.97992,0.80717,1.27782,0.81159,0.79351,0.84401,0.57688,1.21573,0.8033,1.48499,0.00038375,0.00038375,0.00038375
44,778.209,0.9481,0.76888,1.27521,0.93189,0.69298,0.8435,0.57412,1.18427,0.84861,1.46452,0.000363125,0.000363125,0.000363125
45,795.971,0.91706,0.7398,1.24568,0.91484,0.84808,0.90515,0.59918,1.26263,0.74526,1.47672,0.0003425,0.0003425,0.0003425
46,813.833,0.91499,0.72645,1.23378,0.88406,0.82456,0.88013,0.59167,1.21733,0.74244,1.49169,0.000321875,0.000321875,0.000321875
47,831.63,0.91865,0.75004,1.24989,0.80546,0.83333,0.87196,0.57653,1.26425,0.75899,1.53115,0.00030125,0.00030125,0.00030125
48,849.419,0.90014,0.71915,1.23225,0.85717,0.78947,0.85721,0.57822,1.20189,0.83438,1.44135,0.000280625,0.000280625,0.000280625
49,867.201,0.87119,0.70288,1.21008,0.87796,0.76316,0.85184,0.57415,1.2368,0.87941,1.43873,0.00026,0.00026,0.00026
50,884.873,0.87439,0.70928,1.22221,0.86243,0.80702,0.87251,0.58391,1.22799,0.78888,1.47813,0.000239375,0.000239375,0.000239375
51,922.15,0.78159,0.59983,1.13999,0.88176,0.78503,0.89455,0.59685,1.16261,0.71145,1.44063,0.00021875,0.00021875,0.00021875
52,939.604,0.75177,0.54281,1.11503,0.95074,0.7193,0.87038,0.59161,1.1911,0.77878,1.46727,0.000198125,0.000198125,0.000198125
53,957.088,0.755,0.5509,1.1137,0.91731,0.7807,0.86633,0.60096,1.14614,0.7413,1.44885,0.0001775,0.0001775,0.0001775
54,974.722,0.73296,0.51292,1.09665,0.95331,0.71647,0.83978,0.59404,1.14941,0.84069,1.43897,0.000156875,0.000156875,0.000156875
55,992.329,0.71234,0.51219,1.09451,0.91207,0.73684,0.86334,0.59494,1.18989,0.76811,1.41485,0.00013625,0.00013625,0.00013625
56,1009.96,0.69084,0.49176,1.08587,0.88425,0.80416,0.89296,0.61667,1.17118,0.76534,1.42954,0.000115625,0.000115625,0.000115625
57,1027.76,0.67278,0.48008,1.07189,0.89367,0.811,0.89837,0.63144,1.15196,0.70536,1.44014,9.5e-05,9.5e-05,9.5e-05
58,1045.43,0.68325,0.46238,1.06859,0.95683,0.77768,0.89928,0.62537,1.13912,0.76575,1.43731,7.4375e-05,7.4375e-05,7.4375e-05
59,1063.19,0.6512,0.45439,1.05937,0.88747,0.80702,0.86762,0.62694,1.15902,0.75353,1.42613,5.375e-05,5.375e-05,5.375e-05
60,1080.84,0.65865,0.46205,1.06323,0.94407,0.76316,0.88285,0.62259,1.13848,0.74093,1.41606,3.3125e-05,3.3125e-05,3.3125e-05
