epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,4918.6,0.68874,0.46436,0.92526,0.68321,0.37493,0.41133,0.31808,0.976,1.89963,1.07383,0.000121667,0.000121667,0.000121667
76,4984.62,0.69028,0.46488,0.92306,0.70676,0.36973,0.40646,0.31499,0.96868,1.92727,1.06941,0.000117163,0.000117163,0.000117163
77,5050.51,0.679,0.45947,0.91743,0.69272,0.36618,0.40945,0.31692,0.9599,1.92483,1.06019,0.000112658,0.000112658,0.000112658
78,5116.5,0.69391,0.46826,0.92053,0.67918,0.36795,0.40839,0.31556,0.96703,1.90697,1.06884,0.000108154,0.000108154,0.000108154
79,5182.53,0.68131,0.45782,0.92222,0.68534,0.37036,0.40706,0.31565,0.97436,1.94954,1.07008,0.000103649,0.000103649,0.000103649
80,5248.75,0.67412,0.44483,0.92072,0.66279,0.38081,0.41118,0.31819,0.97092,1.92303,1.06826,9.91445e-05,9.91445e-05,9.91445e-05
81,5315.3,0.66545,0.44034,0.90969,0.68437,0.37692,0.4118,0.31821,0.97096,1.92404,1.06809,9.464e-05,9.464e-05,9.464e-05
82,5381.91,0.66557,0.43902,0.9098,0.6709,0.37251,0.41068,0.31672,0.96085,1.94097,1.06079,9.01355e-05,9.01355e-05,9.01355e-05
83,5448.34,0.66453,0.43999,0.91815,0.70822,0.3733,0.40932,0.31585,0.96865,1.92666,1.06546,8.5631e-05,8.5631e-05,8.5631e-05
84,5514.76,0.64667,0.42637,0.91122,0.63307,0.38813,0.41217,0.31951,0.96384,1.91603,1.06432,8.11265e-05,8.11265e-05,8.11265e-05
85,5581.01,0.65393,0.43379,0.91206,0.73655,0.36241,0.41511,0.32357,0.962,1.927,1.06004,7.6622e-05,7.6622e-05,7.6622e-05
86,5647.42,0.64025,0.41787,0.90645,0.7223,0.36967,0.42067,0.32828,0.95713,1.88907,1.05828,7.21175e-05,7.21175e-05,7.21175e-05
87,5713.81,0.63844,0.41627,0.90342,0.70077,0.37141,0.41785,0.32444,0.96329,1.92407,1.06557,6.7613e-05,6.7613e-05,6.7613e-05
88,5780.06,0.64827,0.42518,0.90882,0.68869,0.3793,0.41684,0.3239,0.94942,1.95275,1.05795,6.31085e-05,6.31085e-05,6.31085e-05
89,5846.14,0.64555,0.41803,0.90513,0.71993,0.37313,0.41759,0.32577,0.95271,1.93696,1.06232,5.8604e-05,5.8604e-05,5.8604e-05
90,5912.56,0.63167,0.41127,0.90247,0.70576,0.37294,0.41843,0.32547,0.95497,1.93574,1.06519,5.40995e-05,5.40995e-05,5.40995e-05
91,5998.53,0.5808,0.35044,0.8513,0.64561,0.38504,0.41512,0.32228,0.95918,1.94616,1.06595,4.9595e-05,4.9595e-05,4.9595e-05
92,6063.81,0.58408,0.34539,0.85626,0.75554,0.35732,0.41357,0.32208,0.95852,1.95426,1.0647,4.50905e-05,4.50905e-05,4.50905e-05
93,6129.37,0.5742,0.33509,0.84759,0.72503,0.36295,0.41562,0.32282,0.95691,1.9558,1.06781,4.0586e-05,4.0586e-05,4.0586e-05
94,6194.73,0.56542,0.33042,0.84648,0.69647,0.3707,0.41515,0.32407,0.95546,1.94764,1.06075,3.60815e-05,3.60815e-05,3.60815e-05
95,6260.32,0.55829,0.32574,0.8416,0.7156,0.36848,0.41646,0.32633,0.94887,1.92986,1.05733,3.1577e-05,3.1577e-05,3.1577e-05
96,6325.74,0.56599,0.3288,0.84716,0.67441,0.38143,0.41752,0.32793,0.94495,1.92774,1.05551,2.70725e-05,2.70725e-05,2.70725e-05
97,6391.4,0.55375,0.32347,0.84186,0.71087,0.37525,0.41901,0.328,0.94426,1.92517,1.05636,2.2568e-05,2.2568e-05,2.2568e-05
98,6457,0.55137,0.32065,0.83885,0.71168,0.37251,0.41891,0.3282,0.94476,1.93712,1.05696,1.80635e-05,1.80635e-05,1.80635e-05
99,6522.71,0.54584,0.31956,0.84135,0.71561,0.37376,0.41876,0.32805,0.94414,1.94123,1.05625,1.3559e-05,1.3559e-05,1.3559e-05
100,6588.5,0.54716,0.31727,0.8363,0.70894,0.37359,0.41871,0.32821,0.94513,1.93489,1.05562,9.0545e-06,9.0545e-06,9.0545e-06
